step,epoch,train/loss_step,val/loss_best,val/loss,train/loss_epoch
3849,1,0.546565115,,,
3899,1,0.685080588,,,
3949,1,0.604474187,,,
3999,1,0.648367465,,,
4049,1,0.687457263,,,
4099,1,0.605596304,,,
4149,1,0.63789773,,,
4199,1,0.626551807,,,
4249,1,0.595171094,,,
4299,1,0.610171556,,,
4349,1,0.586530864,,,
4399,1,0.648148954,,,
4449,1,0.660678625,,,
4499,1,0.590084493,,,
4549,1,0.587793648,,,
4599,1,0.707498312,,,
4649,1,0.629454672,,,
4699,1,0.61154294,,,
4749,1,0.647951603,,,
4799,1,0.64806056,,,
4849,1,0.559320152,,,
4899,1,0.570826769,,,
4949,1,0.403881997,,,
4999,1,0.586961567,,,
5049,1,0.565625072,,,
5099,1,0.622822046,,,
5149,1,0.533479273,,,
5199,1,0.586915076,,,
5249,1,0.599503696,,,
5299,1,0.589533389,,,
5349,1,0.626427054,,,
5399,1,0.625398755,,,
5449,1,0.481638849,,,
5499,1,0.614882231,,,
5549,1,0.503018856,,,
5599,1,0.514145136,,,
5649,1,0.50645715,,,
5699,1,0.525063932,,,
5749,1,0.581057668,,,
5799,1,0.543925643,,,
5849,1,0.561072171,,,
5899,1,0.532123208,,,
5949,1,0.578994989,,,
5979,1,,0.564066887,0.564066887,
5979,1,,,,0.601852179
5999,2,0.564036787,,,
6049,2,0.550233066,,,
6099,2,0.537573993,,,
6149,2,0.482228577,,,
6199,2,0.588585138,,,
6249,2,0.621620417,,,
6299,2,0.470412731,,,
6349,2,0.574380696,,,
6399,2,0.602649927,,,
6449,2,0.668516219,,,
6499,2,0.582802773,,,
6549,2,0.527336836,,,
6599,2,0.488608479,,,
6649,2,0.634605706,,,
6699,2,0.518619061,,,
6749,2,0.545905828,,,
6799,2,0.594752967,,,
6849,2,0.538303256,,,
6899,2,0.605814934,,,
6949,2,0.520853758,,,
6999,2,0.483397931,,,
7049,2,0.603003263,,,
7099,2,0.516327143,,,
7149,2,0.625418365,,,
7199,2,0.552973449,,,
7249,2,0.501421094,,,
7299,2,0.571493447,,,
7349,2,0.61643368,,,
7399,2,0.49347502,,,
7449,2,0.610358179,,,
7499,2,0.517768085,,,
7549,2,0.637208939,,,
7599,2,0.654058099,,,
7649,2,0.631632745,,,
7699,2,0.572258472,,,
7749,2,0.517545998,,,
7799,2,0.602788866,,,
7849,2,0.571501136,,,
7899,2,0.505511045,,,
7949,2,0.568363369,,,
7999,2,0.565713108,,,
8049,2,0.514338195,,,
8099,2,0.624109566,,,
8149,2,0.591385782,,,
8199,2,0.539202571,,,
8249,2,0.56546855,,,
8299,2,0.554616928,,,
8349,2,0.537064672,,,
8399,2,0.526404083,,,
8449,2,0.494330883,,,
8499,2,0.55988574,,,
8549,2,0.548954844,,,
8599,2,0.458283871,,,
8649,2,0.516044557,,,
8699,2,0.465282351,,,
8749,2,0.490139246,,,
8799,2,0.441365182,,,
8849,2,0.668947816,,,
8899,2,0.486885965,,,
8949,2,0.444188505,,,
8969,2,,0.512911737,0.512911737,
8969,2,,,,0.5566715
8999,3,0.575909257,,,
9049,3,0.547508836,,,
9099,3,0.406479746,,,
9149,3,0.512583852,,,
9199,3,0.561830759,,,
9249,3,0.461598992,,,
9299,3,0.581276774,,,
9349,3,0.512688875,,,
9399,3,0.530601025,,,
9449,3,0.495652616,,,
9499,3,0.48334834,,,
9549,3,0.654047906,,,
9599,3,0.526537776,,,
9649,3,0.578391671,,,
9699,3,0.612461269,,,
9749,3,0.509109318,,,
9799,3,0.572142839,,,
9849,3,0.583406627,,,
9899,3,0.643265724,,,
9949,3,0.517264903,,,
9999,3,0.476520389,,,
10049,3,0.490108281,,,
10099,3,0.458938926,,,
10149,3,0.534050584,,,
10199,3,0.532583237,,,
10249,3,0.606563151,,,
10299,3,0.535035253,,,
10349,3,0.490938365,,,
10399,3,0.571232677,,,
10449,3,0.589661121,,,
10499,3,0.509720027,,,
10549,3,0.662990749,,,
10599,3,0.594443858,,,
10649,3,0.560414672,,,
10699,3,0.521356344,,,
10749,3,0.531935275,,,
10799,3,0.478841901,,,
10849,3,0.530898035,,,
10899,3,0.501694441,,,
10949,3,0.613684416,,,
10999,3,0.455936074,,,
11049,3,0.483676583,,,
11099,3,0.481917858,,,
11149,3,0.507238746,,,
11199,3,0.661768913,,,
11249,3,0.519491076,,,
11299,3,0.498557866,,,
11349,3,0.605582714,,,
11399,3,0.578860879,,,
11449,3,0.555810511,,,
11499,3,0.562664092,,,
11549,3,0.557431579,,,
11599,3,0.497738451,,,
11649,3,0.485583365,,,
11699,3,0.563513517,,,
11749,3,0.522434056,,,
11799,3,0.380236804,,,
11849,3,0.443537772,,,
11899,3,0.550100207,,,
11949,3,0.680994272,,,
11959,3,,0.492122471,0.492122471,
11959,3,,,,0.524494827
11999,4,0.589335084,,,
12049,4,0.446285903,,,
12099,4,0.310306996,,,
12149,4,0.588731706,,,
12199,4,0.424970508,,,
12249,4,0.521262705,,,
12299,4,0.526759505,,,
12349,4,0.595884442,,,
12399,4,0.48046279,,,
12449,4,0.426173627,,,
12499,4,0.485795319,,,
12549,4,0.439529866,,,
12599,4,0.4375377,,,
12649,4,0.565255702,,,
12699,4,0.551360726,,,
12749,4,0.497229576,,,
12799,4,0.480211228,,,
12849,4,0.570484161,,,
12899,4,0.502218604,,,
12949,4,0.442887187,,,
12999,4,0.464764953,,,
13049,4,0.505374312,,,
13099,4,0.520760655,,,
13149,4,0.537789822,,,
13199,4,0.556002557,,,
13249,4,0.59623903,,,
13299,4,0.494317085,,,
13349,4,0.41548115,,,
13399,4,0.474433213,,,
13449,4,0.408821702,,,
13499,4,0.468662858,,,
13549,4,0.478878409,,,
13599,4,0.594409823,,,
13649,4,0.435477018,,,
13699,4,0.472877622,,,
13749,4,0.413980067,,,
13799,4,0.389395207,,,
13849,4,0.447893381,,,
13899,4,0.520316541,,,
13949,4,0.554333508,,,
13999,4,0.332745403,,,
14049,4,0.437230021,,,
14099,4,0.56858182,,,
14149,4,0.415291727,,,
14199,4,0.523283362,,,
14249,4,0.494695842,,,
14299,4,0.40463829,,,
14349,4,0.429141045,,,
14399,4,0.521054447,,,
14449,4,0.305509329,,,
14499,4,0.475012183,,,
14549,4,0.461007297,,,
14599,4,0.537109852,,,
14649,4,0.432495803,,,
14699,4,0.42161873,,,
14749,4,0.478020132,,,
14799,4,0.534346104,,,
14849,4,0.394480228,,,
14899,4,0.466021955,,,
14949,4,0.476630449,,,
14949,4,,0.475927025,0.475927025,
14949,4,,,,0.506564796
14999,5,0.444576263,,,
15049,5,0.597293735,,,
15099,5,0.484012216,,,
15149,5,0.596823454,,,
15199,5,0.491407245,,,
15249,5,0.44347012,,,
15299,5,0.520300031,,,
15349,5,0.542128742,,,
15399,5,0.451498747,,,
15449,5,0.51232338,,,
15499,5,0.582989275,,,
15549,5,0.446076214,,,
15599,5,0.555990696,,,
15649,5,0.410363942,,,
15699,5,0.608231962,,,
15749,5,0.566831231,,,
15799,5,0.485472858,,,
15849,5,0.494918138,,,
15899,5,0.628275812,,,
15949,5,0.455191255,,,
15999,5,0.44219923,,,
16049,5,0.432562351,,,
16099,5,0.494200319,,,
16149,5,0.559630334,,,
16199,5,0.406122088,,,
16249,5,0.512488365,,,
16299,5,0.471966207,,,
16349,5,0.50106895,,,
16399,5,0.501810551,,,
16449,5,0.49568224,,,
16499,5,0.413389951,,,
16549,5,0.499945849,,,
16599,5,0.602424681,,,
16649,5,0.511122823,,,
16699,5,0.510957241,,,
16749,5,0.485791922,,,
16799,5,0.552392483,,,
16849,5,0.522080898,,,
16899,5,0.480267555,,,
16949,5,0.547366202,,,
16999,5,0.543133497,,,
17049,5,0.423372239,,,
17099,5,0.522208929,,,
17149,5,0.523096383,,,
17199,5,0.465390503,,,
17249,5,0.564247191,,,
17299,5,0.445230931,,,
17349,5,0.621755958,,,
17399,5,0.523398936,,,
17449,5,0.539146125,,,
17499,5,0.439338028,,,
17549,5,0.443179727,,,
17599,5,0.537659049,,,
17649,5,0.322163105,,,
17699,5,0.491920769,,,
17749,5,0.5653795,,,
17799,5,0.308841556,,,
17849,5,0.509491801,,,
17899,5,0.51599437,,,
17939,5,,0.47378391,0.47378391,
17939,5,,,,0.497006625
17949,6,0.507233918,,,
17999,6,0.435520291,,,
18049,6,0.422215551,,,
18099,6,0.492897511,,,
18149,6,0.497063428,,,
18199,6,0.474902391,,,
18249,6,0.542567968,,,
18299,6,0.504155397,,,
18349,6,0.458550125,,,
18399,6,0.552214861,,,
18449,6,0.486848354,,,
18499,6,0.515125751,,,
18549,6,0.801649272,,,
18599,6,0.384256929,,,
18649,6,0.582283258,,,
18699,6,0.624611139,,,
18749,6,0.455359489,,,
18799,6,0.54245162,,,
18849,6,0.644555688,,,
18899,6,0.439070135,,,
18949,6,0.404648006,,,
18999,6,0.541578174,,,
19049,6,0.384829998,,,
19099,6,0.492832512,,,
19149,6,0.424771011,,,
19199,6,0.531503677,,,
19249,6,0.425958514,,,
19299,6,0.425422907,,,
19349,6,0.486145407,,,
19399,6,0.547477067,,,
19449,6,0.519522667,,,
19499,6,0.509242773,,,
19549,6,0.350230992,,,
19599,6,0.432474673,,,
19649,6,0.459738404,,,
19699,6,0.515756905,,,
19749,6,0.465816349,,,
19799,6,0.491797298,,,
19849,6,0.448860854,,,
19899,6,0.470260501,,,
19949,6,0.478706717,,,
19999,6,0.496297777,,,
20049,6,0.435135424,,,
20099,6,0.473726094,,,
20149,6,0.527436614,,,
20199,6,0.573916674,,,
20249,6,0.465021282,,,
20299,6,0.454693228,,,
20349,6,0.471078098,,,
20399,6,0.40173772,,,
20449,6,0.432913899,,,
20499,6,0.51494211,,,
20549,6,0.496135145,,,
20599,6,0.47266072,,,
20649,6,0.445371687,,,
20699,6,0.507002056,,,
20749,6,0.389966547,,,
20799,6,0.505316257,,,
20849,6,0.482837111,,,
20899,6,0.470870703,,,
20929,6,,0.463058561,0.463058561,
20929,6,,,,0.486998409
20949,7,0.576482117,,,
20999,7,0.592613459,,,
21049,7,0.531725109,,,
21099,7,0.491422057,,,
21149,7,0.502070189,,,
21199,7,0.434110641,,,
21249,7,0.478932232,,,
21299,7,0.530703068,,,
21349,7,0.438303113,,,
21399,7,0.462669909,,,
21449,7,0.599775553,,,
21499,7,0.476280093,,,
21549,7,0.421886116,,,
21599,7,0.422502905,,,
21649,7,0.486145318,,,
21699,7,0.475242317,,,
21749,7,0.553699315,,,
21799,7,0.487835139,,,
21849,7,0.455107808,,,
21899,7,0.283022046,,,
21949,7,0.508047283,,,
21999,7,0.516560256,,,
22049,7,0.396761119,,,
22099,7,0.547559261,,,
22149,7,0.42072919,,,
22199,7,0.518144846,,,
22249,7,0.475076765,,,
22299,7,0.50884968,,,
22349,7,0.49429518,,,
22399,7,0.625845015,,,
22449,7,0.534032643,,,
22499,7,0.444393843,,,
22549,7,0.485628426,,,
22599,7,0.541844606,,,
22649,7,0.469330341,,,
22699,7,0.493161678,,,
22749,7,0.435866058,,,
22799,7,0.407678217,,,
22849,7,0.458523005,,,
22899,7,0.431694776,,,
22949,7,0.464619786,,,
22999,7,0.575708687,,,
23049,7,0.511303961,,,
23099,7,0.536685407,,,
23149,7,0.464206904,,,
23199,7,0.497029066,,,
23249,7,0.545998871,,,
23299,7,0.471410364,,,
23349,7,0.490990758,,,
23399,7,0.415552467,,,
23449,7,0.525111616,,,
23499,7,0.412436843,,,
23549,7,0.459050387,,,
23599,7,0.553989112,,,
23649,7,0.554212034,,,
23699,7,0.539018989,,,
23749,7,0.468559146,,,
23799,7,0.410857737,,,
23849,7,0.521967173,,,
23899,7,0.385645509,,,
23919,7,,0.463058561,0.468094021,
23919,7,,,,0.480766833
23949,8,0.601339817,,,
23999,8,0.479377121,,,
24049,8,0.488209158,,,
24099,8,0.480488479,,,
24149,8,0.579174519,,,
24199,8,0.589440107,,,
24249,8,0.441908866,,,
24299,8,0.546233714,,,
24349,8,0.607771933,,,
24399,8,0.481892258,,,
24449,8,0.712411284,,,
24499,8,0.440871745,,,
24549,8,0.499266684,,,
24599,8,0.537472248,,,
24649,8,0.570187688,,,
24699,8,0.478422195,,,
24749,8,0.501735091,,,
24799,8,0.535029173,,,
24849,8,0.443306476,,,
24899,8,0.481532544,,,
24949,8,0.47265023,,,
24999,8,0.4067415,,,
25049,8,0.467789292,,,
25099,8,0.506850839,,,
25149,8,0.403981686,,,
25199,8,0.440109074,,,
25249,8,0.436514318,,,
25299,8,0.562969983,,,
25349,8,0.518635273,,,
25399,8,0.50353545,,,
25449,8,0.499643981,,,
25499,8,0.415115356,,,
25549,8,0.400965154,,,
25599,8,0.377529353,,,
25649,8,0.476745605,,,
25699,8,0.644022286,,,
25749,8,0.433016658,,,
25799,8,0.445560753,,,
25849,8,0.541961849,,,
25899,8,0.410333902,,,
25949,8,0.549218297,,,
25999,8,0.532402694,,,
26049,8,0.504509985,,,
26099,8,0.558190703,,,
26149,8,0.394498795,,,
26199,8,0.485765547,,,
26249,8,0.287939042,,,
26299,8,0.494583547,,,
26349,8,0.430181801,,,
26399,8,0.446868896,,,
26449,8,0.345313966,,,
26499,8,0.517472625,,,
26549,8,0.561255217,,,
26599,8,0.403301805,,,
26649,8,0.481782138,,,
26699,8,0.400455356,,,
26749,8,0.44660145,,,
26799,8,0.496995181,,,
26849,8,0.379263341,,,
26899,8,0.529230833,,,
26909,8,,0.454459518,0.454459518,
26909,8,,,,0.47720322
26949,9,0.495807648,,,
26999,9,0.414566457,,,
27049,9,0.583027184,,,
27099,9,0.46659261,,,
27149,9,0.472917348,,,
27199,9,0.536432862,,,
27249,9,0.41970703,,,
27299,9,0.411819339,,,
27349,9,0.498491734,,,
27399,9,0.436845958,,,
27449,9,0.493227541,,,
27499,9,0.32478404,,,
27549,9,0.552716613,,,
27599,9,0.580832362,,,
27649,9,0.397655815,,,
27699,9,0.573834419,,,
27749,9,0.494961858,,,
27799,9,0.459850103,,,
27849,9,0.442791492,,,
27899,9,0.504302025,,,
27949,9,0.272527575,,,
27999,9,0.510850251,,,
28049,9,0.507774472,,,
28099,9,0.438948601,,,
28149,9,0.446072757,,,
28199,9,0.458552003,,,
28249,9,0.416724503,,,
28299,9,0.500811934,,,
28349,9,0.439086527,,,
28399,9,0.475590646,,,
28449,9,0.347013682,,,
28499,9,0.400193632,,,
28549,9,0.485479534,,,
28599,9,0.483078301,,,
28649,9,0.646656692,,,
28699,9,0.545107484,,,
28749,9,0.401962906,,,
28799,9,0.466276705,,,
28849,9,0.491394401,,,
28899,9,0.476336211,,,
28949,9,0.529740691,,,
28999,9,0.603874326,,,
29049,9,0.453688204,,,
29099,9,0.537545323,,,
29149,9,0.386550128,,,
29199,9,0.368657649,,,
29249,9,0.497987866,,,
29299,9,0.508795798,,,
29349,9,0.503750741,,,
29399,9,0.561582923,,,
29449,9,0.403670996,,,
29499,9,0.454699218,,,
29549,9,0.514211655,,,
29599,9,0.570574462,,,
29649,9,0.281045914,,,
29699,9,0.527199268,,,
29749,9,0.470822871,,,
29799,9,0.447855383,,,
29849,9,0.486443043,,,
29899,9,0.439724565,,,
29899,9,,0.454459518,0.455101699,
29899,9,,,,0.472006619
29949,10,0.522155643,,,
29999,10,0.397803754,,,
30049,10,0.43659243,,,
30099,10,0.539864182,,,
30149,10,0.607121825,,,
30199,10,0.525308967,,,
30249,10,0.448897958,,,
30299,10,0.440206796,,,
30349,10,0.429608971,,,
30399,10,0.513026357,,,
30449,10,0.558686435,,,
30499,10,0.452727079,,,
30549,10,0.54565835,,,
30599,10,0.426492125,,,
30649,10,0.439872831,,,
30699,10,0.498739958,,,
30749,10,0.392306775,,,
30799,10,0.454378128,,,
30849,10,0.497253358,,,
30899,10,0.434324861,,,
30949,10,0.446584344,,,
30999,10,0.508242607,,,
31049,10,0.504360676,,,
31099,10,0.470871091,,,
31149,10,0.48615092,,,
31199,10,0.583071947,,,
31249,10,0.508193076,,,
31299,10,0.447176635,,,
31349,10,0.508232772,,,
31399,10,0.357309729,,,
31449,10,0.587254286,,,
31499,10,0.48931542,,,
31549,10,0.398721009,,,
31599,10,0.531056404,,,
31649,10,0.512109399,,,
31699,10,0.511566639,,,
31749,10,0.583451927,,,
31799,10,0.366873175,,,
31849,10,0.554528534,,,
31899,10,0.410841107,,,
31949,10,0.493750691,,,
31999,10,0.399730206,,,
32049,10,0.491978198,,,
32099,10,0.476126015,,,
32149,10,0.403846204,,,
32199,10,0.498700559,,,
32249,10,0.357715011,,,
32299,10,0.507220685,,,
32349,10,0.501308143,,,
32399,10,0.448295355,,,
32449,10,0.40885061,,,
32499,10,0.471341521,,,
32549,10,0.434656113,,,
32599,10,0.414225459,,,
32649,10,0.504705667,,,
32699,10,0.473340273,,,
32749,10,0.469352067,,,
32799,10,0.430051208,,,
32849,10,0.454049528,,,
32889,10,,0.450420707,0.450420707,
32889,10,,,,0.467448413
32899,11,0.519324601,,,
32949,11,0.517051518,,,
32999,11,0.458727837,,,
33049,11,0.476504683,,,
33099,11,0.471912235,,,
33149,11,0.424493372,,,
33199,11,0.517619133,,,
33249,11,0.485067636,,,
33299,11,0.44735074,,,
33349,11,0.44238925,,,
33399,11,0.485039592,,,
33449,11,0.417497486,,,
33499,11,0.452011466,,,
33549,11,0.458960563,,,
33599,11,0.509711742,,,
33649,11,0.535345793,,,
33699,11,0.562480569,,,
33749,11,0.427810639,,,
33799,11,0.484673768,,,
33849,11,0.402776092,,,
33899,11,0.533572078,,,
33949,11,0.527805209,,,
33999,11,0.430738091,,,
34049,11,0.276311159,,,
34099,11,0.450715274,,,
34149,11,0.514647603,,,
34199,11,0.402147174,,,
34249,11,0.435662597,,,
34299,11,0.547868669,,,
34349,11,0.481813103,,,
34399,11,0.498642445,,,
34449,11,0.421119034,,,
34499,11,0.503446817,,,
34549,11,0.503847003,,,
34599,11,0.399918377,,,
34649,11,0.407106102,,,
34699,11,0.397564769,,,
34749,11,0.412598073,,,
34799,11,0.443567306,,,
34849,11,0.377601147,,,
34899,11,0.489953548,,,
34949,11,0.497136086,,,
34999,11,0.512444854,,,
35049,11,0.464645356,,,
35099,11,0.448234558,,,
35149,11,0.491901159,,,
35199,11,0.383816242,,,
35249,11,0.374710351,,,
35299,11,0.547322512,,,
35349,11,0.355467588,,,
35399,11,0.436583519,,,
35449,11,0.494880915,,,
35499,11,0.499613017,,,
35549,11,0.494532794,,,
35599,11,0.419781506,,,
35649,11,0.403528064,,,
35699,11,0.504676104,,,
35749,11,0.377209604,,,
35799,11,0.438572794,,,
35849,11,0.513201475,,,
35879,11,,0.448712885,0.448712885,
35879,11,,,,0.46448341
35899,12,0.459022105,,,
35949,12,0.477281034,,,
35999,12,0.448352516,,,
36049,12,0.50373435,,,
36099,12,0.478102863,,,
36149,12,0.520868599,,,
36199,12,0.446000069,,,
36249,12,0.472545177,,,
36299,12,0.380815566,,,
36349,12,0.483264387,,,
36399,12,0.38613829,,,
36449,12,0.495795906,,,
36499,12,0.503989995,,,
36549,12,0.455176562,,,
36599,12,0.455682456,,,
36649,12,0.52477932,,,
36699,12,0.433719128,,,
36749,12,0.618350089,,,
36799,12,0.393087327,,,
36849,12,0.418352485,,,
36899,12,0.424073547,,,
36949,12,0.530417919,,,
36999,12,0.379960179,,,
37049,12,0.438886046,,,
37099,12,0.392190576,,,
37149,12,0.547213435,,,
37199,12,0.635094762,,,
37249,12,0.407079309,,,
37299,12,0.404421031,,,
37349,12,0.405781507,,,
37399,12,0.455847561,,,
37449,12,0.443521619,,,
37499,12,0.507639825,,,
37549,12,0.491557807,,,
37599,12,0.485544443,,,
37649,12,0.467552036,,,
37699,12,0.477358371,,,
37749,12,0.432198018,,,
37799,12,0.395105183,,,
37849,12,0.474387616,,,
37899,12,0.40172556,,,
37949,12,0.307436109,,,
37999,12,0.514783978,,,
38049,12,0.496238887,,,
38099,12,0.462456495,,,
38149,12,0.479302943,,,
38199,12,0.477041662,,,
38249,12,0.556533158,,,
38299,12,0.555676699,,,
38349,12,0.442937613,,,
38399,12,0.392282546,,,
38449,12,0.420250386,,,
38499,12,0.46200949,,,
38549,12,0.405684322,,,
38599,12,0.311596602,,,
38649,12,0.466349602,,,
38699,12,0.453634143,,,
38749,12,0.507227659,,,
38799,12,0.433206558,,,
38849,12,0.434245646,,,
38869,12,,0.439717829,0.439717829,
38869,12,,,,0.461137831
38899,13,0.391273081,,,
38949,13,0.471249938,,,
38999,13,0.498515189,,,
39049,13,0.393556327,,,
39099,13,0.388474315,,,
39149,13,0.512548447,,,
39199,13,0.435921371,,,
39249,13,0.502743125,,,
39299,13,0.444256783,,,
39349,13,0.536576271,,,
39399,13,0.483397782,,,
39449,13,0.424210608,,,
39499,13,0.505888581,,,
39549,13,0.411966622,,,
39599,13,0.429090351,,,
39649,13,0.563226581,,,
39699,13,0.561101913,,,
39749,13,0.410850823,,,
39799,13,0.483361602,,,
39849,13,0.486316711,,,
39899,13,0.403056085,,,
39949,13,0.483874738,,,
39999,13,0.407427788,,,
40049,13,0.478351802,,,
40099,13,0.393118799,,,
40149,13,0.452450335,,,
40199,13,0.526083231,,,
40249,13,0.634666443,,,
40299,13,0.541934311,,,
40349,13,0.401594371,,,
40399,13,0.509715438,,,
40449,13,0.489468098,,,
40499,13,0.349109352,,,
40549,13,0.46336478,,,
40599,13,0.448560804,,,
40649,13,0.464237571,,,
40699,13,0.46714437,,,
40749,13,0.423240244,,,
40799,13,0.512033582,,,
40849,13,0.584508479,,,
40899,13,0.404630303,,,
40949,13,0.516631663,,,
40999,13,0.417490125,,,
41049,13,0.367434293,,,
41099,13,0.443217516,,,
41149,13,0.468099535,,,
41199,13,0.476192772,,,
41249,13,0.3826617,,,
41299,13,0.436386824,,,
41349,13,0.486958206,,,
41399,13,0.448094368,,,
41449,13,0.389948934,,,
41499,13,0.525836825,,,
41549,13,0.437366545,,,
41599,13,0.359811306,,,
41649,13,0.540129781,,,
41699,13,0.501966059,,,
41749,13,0.470321298,,,
41799,13,0.43374455,,,
41849,13,0.521799445,,,
41859,13,,0.439717829,0.440800399,
41859,13,,,,0.456994683
41899,14,0.37079227,,,
41949,14,0.435168147,,,
41999,14,0.453900844,,,
42049,14,0.412616193,,,
42099,14,0.567061245,,,
42149,14,0.370478272,,,
42199,14,0.486703634,,,
42249,14,0.489022136,,,
42299,14,0.414867282,,,
42349,14,0.48540163,,,
42399,14,0.354269296,,,
42449,14,0.451073974,,,
42499,14,0.480106533,,,
42549,14,0.513936043,,,
42599,14,0.446004421,,,
42649,14,0.503207982,,,
42699,14,0.567005634,,,
42749,14,0.49901101,,,
42799,14,0.383948058,,,
42849,14,0.472254753,,,
42899,14,0.414513201,,,
42949,14,0.456660897,,,
42999,14,0.421692133,,,
43049,14,0.41295746,,,
43099,14,0.478136718,,,
43149,14,0.659425139,,,
43199,14,0.557729721,,,
43249,14,0.54804033,,,
43299,14,0.452786535,,,
43349,14,0.387471884,,,
43399,14,0.408151001,,,
43449,14,0.34232372,,,
43499,14,0.494856775,,,
43549,14,0.471520901,,,
43599,14,0.49747923,,,
43649,14,0.519648254,,,
43699,14,0.432128936,,,
43749,14,0.480047107,,,
43799,14,0.499837756,,,
43849,14,0.453379571,,,
43899,14,0.499186635,,,
43949,14,0.467248887,,,
43999,14,0.390363187,,,
44049,14,0.523405135,,,
44099,14,0.437383026,,,
44149,14,0.459387571,,,
44199,14,0.405875027,,,
44249,14,0.487103134,,,
44299,14,0.534835696,,,
44349,14,0.458482653,,,
44399,14,0.388292372,,,
44449,14,0.464816749,,,
44499,14,0.407009631,,,
44549,14,0.453619301,,,
44599,14,0.409883589,,,
44649,14,0.577321589,,,
44699,14,0.467424929,,,
44749,14,0.524140716,,,
44799,14,0.513102412,,,
44849,14,0.380851239,,,
44849,14,,0.438989103,0.438989103,
44849,14,,,,0.453883767
44899,15,0.449866742,,,
44949,15,0.346641541,,,
44999,15,0.47534287,,,
45049,15,0.296152413,,,
45099,15,0.4362005,,,
45149,15,0.534294605,,,
45199,15,0.413442671,,,
45249,15,0.513387263,,,
45299,15,0.504938126,,,
45349,15,0.357147843,,,
45399,15,0.370616376,,,
45449,15,0.594894409,,,
45499,15,0.448914796,,,
45549,15,0.408449024,,,
45599,15,0.398183405,,,
45649,15,0.440430045,,,
45699,15,0.478196383,,,
45749,15,0.392442763,,,
45799,15,0.503194213,,,
45849,15,0.510353446,,,
45899,15,0.480782568,,,
45949,15,0.455447793,,,
45999,15,0.487569183,,,
46049,15,0.50846523,,,
46099,15,0.558530092,,,
46149,15,0.490238607,,,
46199,15,0.424723268,,,
46249,15,0.530943394,,,
46299,15,0.453142554,,,
46349,15,0.504517674,,,
46399,15,0.417071164,,,
46449,15,0.437902719,,,
46499,15,0.566386163,,,
46549,15,0.481596619,,,
46599,15,0.398620784,,,
46649,15,0.596394062,,,
46699,15,0.464361191,,,
46749,15,0.487362444,,,
46799,15,0.414440751,,,
46849,15,0.467992187,,,
46899,15,0.500605702,,,
46949,15,0.41029641,,,
46999,15,0.402803928,,,
47049,15,0.411154717,,,
47099,15,0.548145771,,,
47149,15,0.388397902,,,
47199,15,0.490848154,,,
47249,15,0.516477466,,,
47299,15,0.390842319,,,
47349,15,0.409598231,,,
47399,15,0.343536943,,,
47449,15,0.449557126,,,
47499,15,0.455295533,,,
47549,15,0.485505611,,,
47599,15,0.448146731,,,
47649,15,0.473310888,,,
47699,15,0.400831759,,,
47749,15,0.437036633,,,
47799,15,0.312793493,,,
47839,15,,0.438924104,0.438924104,
47839,15,,,,0.452415198
47849,16,0.423080891,,,
47899,16,0.447784007,,,
